cost,distance,dropoff_latitude,dropoff_longitude,passengers,pickup_latitude,pickup_longitude,store_forward,vendor,pickup_weekday,pickup_month,pickup_monthday,pickup_hour,pickup_minute,pickup_second,dropoff_weekday,dropoff_month,dropoff_monthday,dropoff_hour,dropoff_minute,dropoff_second
36,12.14,40.64702225,-73.78964996,1,40.65734863,-73.96028137,0,2,4,1,1,2,59,49,4,1,1,3,29,47
12.5,2.91,40.74520111,-73.87598419,1,40.75957108,-73.83036041,0,2,3,1,14,16,29,47,3,1,14,16,44,52
12.5,3.3,40.67612076,-73.95096588,1,40.71171951,-73.94360352,0,1,4,1,1,8,6,20,4,1,1,8,19,8
6,0.88,40.80657959,-73.95381165,1,40.81402588,-73.94461823,0,2,5,1,30,16,42,21,5,1,30,16,48,39
13.5,3.3,40.69668961,-73.85461426,1,40.73417282,-73.8711853,0,1,4,1,8,11,50,20,4,1,8,12,5,2
6.5,1.2,40.6786499,-73.98014832,1,40.68758011,-73.98671722,0,1,5,1,16,9,19,3,5,1,16,9,24,50
8.5,2.13,40.78336716,-73.97880554,1,40.80673218,-73.96094513,0,2,0,1,11,18,43,25,0,1,11,18,51,42
9,1.8,40.78740311,-73.97174835,1,40.80949783,-73.96304321,0,1,6,1,10,17,19,55,6,1,10,17,30,55
14,2.54,40.68043137,-73.94939423,1,40.68855667,-73.98278046,0,2,4,1,15,20,23,58,4,1,15,20,42,20
6,1.1,40.80152512,-73.95012665,1,40.81383133,-73.94495392,0,1,4,1,22,7,37,43,4,1,22,7,42,57
10.5,2.66,40.78360748,-73.97771454,1,40.81147385,-73.95211029,0,2,5,1,30,17,20,7,5,1,30,17,32,2
8.5,1.6,40.79519272,-73.96582794,1,40.81616211,-73.95428467,0,1,2,1,20,8,34,19,2,1,20,8,43,37
7,0.49,40.80402374,-73.95188904,1,40.80836487,-73.95304108,0,2,4,1,29,20,6,50,4,1,29,20,12,48
7.5,1.35,40.8080368,-73.94515991,1,40.81892395,-73.9447937,0,2,4,1,22,23,14,6,4,1,22,23,22,29
8,1.54,40.80937195,-73.93504333,1,40.82448959,-73.94586945,0,2,2,1,6,17,35,19,2,1,6,17,44,23
10,2,40.80767441,-73.94141388,1,40.805439,-73.96575165,0,2,0,1,11,16,44,19,0,1,11,16,56,20
5,0.9,40.71047974,-73.84571838,1,40.72133255,-73.84422302,0,1,5,1,30,11,19,28,5,1,30,11,24,1
3.5,0.4,40.71346283,-73.82347107,1,40.71357346,-73.82992554,0,1,1,1,19,13,25,58,1,1,19,13,27,35
16.5,4.3,40.76664734,-73.95413208,1,40.813694,-73.95995331,0,1,4,1,29,22,22,15,4,1,29,22,41,52
16.5,4.82,40.7830925,-73.95293427,1,40.8249321,-73.93922424,0,2,5,1,16,13,50,0,5,1,16,14,3,1
32.5,8.89,40.71275711,-73.99006653,2,40.66217804,-73.89331818,0,2,5,1,23,4,45,55,5,1,23,5,33,39
9.5,2.07,40.787117,-73.9754715,1,40.80335617,-73.95271301,0,2,5,1,2,11,8,54,5,1,2,11,19,7
8.5,1.5,40.68340683,-73.93066406,1,40.67525864,-73.94983673,0,1,5,1,30,14,0,44,5,1,30,14,11,21
4,0.57,40.6879158,-73.94767761,1,40.68034744,-73.94979858,0,2,2,1,20,3,22,45,2,1,20,3,24,59
18.5,4.06,40.76124191,-73.98694611,1,40.80381012,-73.94829559,0,2,3,1,21,15,38,32,3,1,21,16,4,8
5.5,0.87,40.70582199,-73.96298981,1,40.69474411,-73.9561615,0,2,6,1,17,16,5,4,6,1,17,16,10,33
4.5,0.78,40.69935608,-73.99449158,1,40.69009781,-73.99438477,0,2,4,1,1,17,2,28,4,1,1,17,5,44
8,1.19,40.70125198,-73.94211578,5,40.69502258,-73.95199585,0,2,5,1,16,15,59,7,5,1,16,16,8,35
7.5,1.48,40.76852417,-73.92141724,1,40.7632637,-73.94015503,0,2,2,1,13,18,13,27,2,1,13,18,21,45
18,5.22,40.70637894,-73.92420197,1,40.70240402,-73.98639679,0,2,1,1,12,20,22,20,1,1,12,20,39,49
7,1.61,40.77906036,-73.95378113,1,40.79862213,-73.9418335,0,2,5,1,2,21,55,32,5,1,2,22,1,33
6,0.71,40.68050385,-73.97481537,1,40.67172623,-73.98106384,0,2,2,1,27,7,57,24,2,1,27,8,3,23
33.5,9.69,40.63905716,-74.02731323,1,40.7018013,-73.98770905,0,2,6,1,24,12,34,42,6,1,24,13,9,15
12,3.41,40.71366501,-73.75113678,1,40.70064545,-73.80739594,0,2,0,1,4,0,42,2,0,1,4,0,52,59
4.5,0.67,40.72388077,-73.95283508,1,40.71692276,-73.9585495,0,2,2,1,27,21,41,40,2,1,27,21,44,51
10.5,1.8,40.74974823,-73.85688782,1,40.74716187,-73.88759613,1,1,3,1,28,14,11,47,3,1,28,14,25,59
6.5,1.38,40.70780563,-73.92384338,1,40.72100449,-73.90403748,0,2,4,1,1,0,29,5,4,1,1,0,33,7
12.5,2.68,40.71224976,-73.89002228,5,40.72888184,-73.85822296,0,2,6,1,17,14,51,58,6,1,17,15,7,48
10,2.22,40.71308517,-74.00403595,1,40.69342804,-73.99656677,0,2,1,1,12,9,11,16,1,1,12,9,20,50
5.5,0.97,40.81418991,-73.9431076,1,40.80308151,-73.95249176,0,2,5,1,16,21,51,38,5,1,16,21,56,0
6,1.2,40.74335861,-73.87020111,1,40.73748398,-73.87722015,0,1,2,1,6,1,11,29,2,1,6,1,17,24
24,6.23,40.74431229,-74.00292206,1,40.79071808,-73.95372009,0,2,2,1,13,15,18,35,2,1,13,15,45,2
25,8.5,40.77045822,-73.86500549,1,40.71739578,-73.95824432,0,1,5,1,2,14,34,42,5,1,2,14,55,23
5.5,1.26,40.78804398,-73.94824219,1,40.803936,-73.93782806,0,2,2,1,27,22,31,38,2,1,27,22,35,25
3.5,0.38,40.67359924,-73.97605133,1,40.66886139,-73.97986603,0,2,1,1,12,19,51,47,1,1,12,19,54,3
24.5,7.07,40.75981903,-73.97022247,1,40.69846725,-73.99254608,0,2,3,1,21,9,13,55,3,1,21,9,40,42
10,1.9,40.68649673,-73.97486877,2,40.6796875,-73.94416046,0,1,0,1,11,20,28,38,0,1,11,20,40,56
5.5,0.8,40.75933838,-73.88623047,1,40.74721146,-73.88439941,0,1,2,1,13,2,10,6,2,1,13,2,15,12
10.5,2.5,40.67847061,-73.9504776,1,40.69212341,-73.98312378,0,1,5,1,2,23,9,7,5,1,2,23,19,43
25.5,7.86,40.71424103,-74.01472473,1,40.63700485,-73.95713806,0,2,6,1,17,16,28,36,6,1,17,16,53,11
5.5,0.7,40.80293655,-73.96539307,1,40.80415726,-73.95558167,0,2,1,1,5,18,36,49,1,1,5,18,43,8
7,1.5,40.70249176,-73.99116516,6,40.68489838,-74.00203705,0,2,1,1,19,8,43,36,1,1,19,8,50,25
10.5,2.46,40.70155716,-73.94356537,1,40.67615891,-73.95051575,0,2,1,1,12,23,16,41,1,1,12,23,26,51
17.5,5.08,40.75114822,-73.97457123,6,40.71286774,-73.96348572,0,2,1,1,12,21,18,52,1,1,12,21,33,31
18,4.6,40.77180862,-73.96562958,1,40.82324982,-73.9379425,0,1,1,1,12,9,46,40,1,1,12,10,8,58
10,2.34,40.67660522,-73.97716522,1,40.68045425,-73.94930267,0,2,2,1,20,22,48,37,2,1,20,22,59,24
6,1.11,40.79494858,-73.94111633,1,40.78723145,-73.95409393,0,2,4,1,22,14,12,54,4,1,22,14,19,18
11,2.67,40.74995422,-73.86209869,1,40.75401306,-73.90411377,0,2,0,1,4,1,44,42,0,1,4,1,56,9
17.5,2.91,40.72128677,-73.98780823,1,40.72205353,-73.95783997,0,2,5,1,30,18,5,13,5,1,30,18,32,34
9,1.66,40.73478317,-73.86947632,1,40.75081635,-73.85878754,0,2,2,1,6,17,21,4,2,1,6,17,32,58
17.5,4.99,40.72980881,-73.99124146,3,40.7023735,-73.98682404,0,2,2,1,6,16,45,45,2,1,6,17,1,34
12,2.5,40.69887924,-73.93288422,1,40.71771622,-73.95783997,0,1,5,1,16,18,27,22,5,1,16,18,42,41
3,0.15,40.82915878,-73.92873383,5,40.83175659,-73.92762756,0,2,1,1,5,17,41,59,1,1,5,17,43,53
11,2.01,40.67391586,-73.99237061,1,40.67222595,-73.95744324,0,2,5,1,2,21,31,17,5,1,2,21,45,56
5.5,0.94,40.795681,-73.94837189,1,40.80552292,-73.93914795,0,2,5,1,9,17,54,35,5,1,9,17,59,33
13.5,2.56,40.67315292,-73.9418335,5,40.6932869,-73.9672699,0,2,6,1,24,17,5,6,6,1,24,17,24,58
9.5,1.3,40.74463654,-73.90266418,1,40.74788666,-73.8818512,0,2,1,1,26,16,48,23,1,1,26,17,1,55
15,4.41,40.81111908,-73.95043182,1,40.82672882,-73.8949585,0,2,0,1,25,12,39,52,0,1,25,13,2,18
18.5,4.78,40.77173233,-73.95649719,1,40.82446671,-73.94544983,0,2,5,1,2,18,16,0,5,1,2,18,39,11
32.5,9.19,40.7113533,-74.01490021,1,40.78730774,-73.95420837,0,2,3,1,7,15,1,37,3,1,7,15,35,52
22,5.17,40.72429657,-74.00578308,1,40.68928146,-73.94327545,0,2,4,1,22,7,47,36,4,1,22,8,16,13
18,4.2,40.68872452,-73.99990082,2,40.67953873,-73.93206787,0,1,5,1,16,18,26,18,5,1,16,18,48,42
4.5,0.61,40.70884705,-73.95867157,2,40.71412659,-73.95188141,0,2,2,1,6,22,41,39,2,1,6,22,44,33
11,3,40.78769684,-73.93965912,1,40.81624985,-73.91762543,0,2,6,1,17,3,28,36,6,1,17,3,37,26
6.5,0.94,40.77775192,-73.95906067,1,40.78892899,-73.95288086,0,2,1,1,19,9,28,15,1,1,19,9,35,12
3,0.18,40.72307587,-73.95041656,1,40.72538757,-73.95172882,0,2,6,1,10,0,46,50,6,1,10,0,47,40
28,8.61,40.70563126,-73.79946136,1,40.74949646,-73.93834686,0,2,4,1,8,13,51,46,4,1,8,14,19,10
16.5,3.11,40.75377655,-73.92356873,1,40.74826813,-73.87639618,0,2,5,1,30,16,38,52,5,1,30,17,2,43
18.5,4.34,40.71797943,-73.99988556,6,40.66764832,-73.97619629,0,2,6,1,17,0,18,18,6,1,17,0,40,45
11.5,2.72,40.71219635,-73.88505554,5,40.72136307,-73.84420776,0,2,0,1,18,1,9,26,0,1,18,1,21,31
11,2.4,40.77928543,-73.97762299,1,40.80827332,-73.96392059,0,2,4,1,8,17,47,0,4,1,8,17,59,39
5,0.85,40.83410263,-73.94689178,1,40.84230042,-73.94178772,0,2,1,1,5,15,25,0,1,1,5,15,28,31
10.5,1.66,40.69501877,-73.99081421,1,40.68715668,-73.97806549,0,2,4,1,8,9,16,56,4,1,8,9,31,39
15.5,3.05,40.79141235,-73.9419632,1,40.82327271,-73.95296478,0,2,0,1,25,6,41,30,0,1,25,7,3,53
39,12.97,40.61411667,-73.92436981,5,40.71800995,-73.95967865,0,2,4,1,22,19,18,45,4,1,22,19,54,17
12.5,3.46,40.72672653,-73.81694794,1,40.73302078,-73.86394501,0,2,5,1,9,16,36,20,5,1,9,16,48,25
4.5,0.79,40.80141449,-73.94566345,1,40.79123688,-73.95059204,0,2,2,1,20,18,5,19,2,1,20,18,8,37
45,15.6,40.64692688,-73.79009247,2,40.74760437,-73.95648193,1,1,4,1,8,14,36,19,4,1,8,15,16,54
6,1.08,40.72008133,-73.85626984,1,40.71963882,-73.84037781,0,2,3,1,14,16,50,36,3,1,14,16,55,50
16,4.12,40.68241882,-73.9120636,1,40.69363022,-73.96463776,0,2,6,1,10,20,56,16,6,1,10,21,15,32
25,9.01,40.85526657,-73.86195374,2,40.79209137,-73.95055389,0,2,6,1,17,5,6,34,6,1,17,5,25,9
7,1.68,40.86114883,-73.89008331,1,40.85448456,-73.86510468,0,2,0,1,18,7,40,21,0,1,18,7,45,22
9,1.16,40.74576187,-73.88524628,1,40.76111984,-73.88638306,0,2,1,1,26,8,37,10,1,1,26,8,50,14
7,1.21,40.67160797,-73.96120453,1,40.67737198,-73.97975159,0,2,1,1,19,20,6,9,1,1,19,20,13,22
17,3.8,40.83430099,-73.94159698,1,40.79572678,-73.93264008,0,1,3,1,21,19,9,38,3,1,21,19,32,27
5,1.1,40.80238724,-73.94303894,1,40.78847122,-73.9532547,0,1,2,1,20,15,27,25,2,1,20,15,30,3
14.5,3.6,40.76173782,-73.98634338,1,40.79099655,-73.94714355,0,2,4,1,22,20,50,7,4,1,22,21,7,55
12.5,2.7,40.79183578,-73.94514465,1,40.82068634,-73.95474243,0,2,1,1,26,17,58,38,1,1,26,18,14,56
13,3.39,40.71347809,-73.95823669,1,40.7431488,-73.91659546,0,2,5,1,2,10,10,22,5,1,2,10,22,1
39,11.9,40.79901123,-73.97046661,1,40.69274902,-73.9278183,0,1,4,1,1,4,29,34,4,1,1,5,11,40
5,0.8,40.69404221,-73.9991684,1,40.70335388,-73.99242401,0,2,3,1,7,22,24,0,3,1,7,22,27,12
5,0.8,40.76925278,-73.93130493,1,40.76467514,-73.92332458,0,1,6,1,17,17,30,49,6,1,17,17,34,36
7.5,1.51,40.8017807,-73.9548645,1,40.81644058,-73.93915558,0,2,5,1,9,1,2,3,5,1,9,1,8,53
7,0.98,40.70297623,-73.99056244,1,40.70304871,-73.99066162,0,2,5,1,30,20,37,43,5,1,30,20,45,53
4,0.64,40.68876648,-73.98903656,1,40.68453217,-73.97874451,0,2,0,1,4,23,3,32,0,1,4,23,5,20
31.5,10.6,40.68471527,-73.83660126,1,40.76324081,-73.91350555,0,2,0,1,11,5,37,30,0,1,11,6,0,34
4,0.5,40.80820847,-73.95252991,3,40.8083992,-73.9453125,0,1,4,1,8,23,42,11,4,1,8,23,44,56
4.5,0.7,40.68698883,-73.95079041,1,40.68052673,-73.95215607,0,1,2,1,27,15,58,48,2,1,27,16,2,2
13.5,2.3,40.67825699,-73.97660065,1,40.70373154,-73.98571777,0,1,1,1,5,17,13,1,1,1,5,17,32,43
13,1.83,40.72715378,-73.89328003,1,40.74688721,-73.89078522,0,2,2,1,27,16,19,21,2,1,27,16,38,38
18.5,3.6,40.73442078,-73.98332214,1,40.73471832,-73.95256042,0,2,3,1,7,7,55,57,3,1,7,8,21,37
9,2.27,40.7077713,-73.93989563,1,40.72296143,-73.95671082,0,2,4,1,22,3,8,8,4,1,22,3,17,20
6,0.76,40.7122879,-73.84972382,1,40.72138214,-73.84422302,0,2,0,1,25,15,35,1,0,1,25,15,40,55
10.5,2.45,40.7185173,-73.81387329,1,40.6997757,-73.80683899,0,2,5,1,9,8,11,53,5,1,9,8,22,58
5.5,1.06,40.69311142,-73.970047,6,40.69281006,-73.98719025,0,2,4,1,29,23,42,22,4,1,29,23,47,0
8.5,1.5,40.84628677,-73.9123764,1,40.82878876,-73.9214859,0,1,2,1,6,7,41,1,2,1,6,7,50,33
5.5,0.79,40.71889877,-73.83733368,1,40.72073746,-73.84436798,0,2,4,1,15,16,27,28,4,1,15,16,34,38
6.5,1.12,40.72597885,-73.94097137,1,40.71715164,-73.95835876,0,2,5,1,30,15,48,54,5,1,30,15,55,31
7.5,1.5,40.65615845,-73.86792755,1,40.67533112,-73.87218475,0,1,5,1,16,14,37,31,5,1,16,14,45,12
10.5,2.21,40.69350433,-73.92533112,1,40.71404266,-73.94966125,0,2,4,1,1,3,17,39,4,1,1,3,29,41
21,3.1,40.76251984,-73.984375,1,40.80449295,-73.96748352,0,1,1,1,26,17,24,6,1,1,26,17,57,12
9.5,1.99,40.7912178,-73.9744873,1,40.79720688,-73.94911194,0,2,5,1,16,10,41,8,5,1,16,10,52,1
10,2.19,40.67395401,-73.9642334,1,40.68935013,-73.9924469,0,2,5,1,9,17,32,29,5,1,9,17,44,20
8,2,40.6888504,-73.98342896,1,40.6948204,-73.95243073,0,1,5,1,30,9,13,36,5,1,30,9,22,24
7.5,1.5,40.71133041,-73.95121765,1,40.69456863,-73.95575714,0,2,5,1,2,2,36,48,5,1,2,2,43,6
8.5,1.5,40.75520325,-73.87007141,1,40.74700165,-73.89015961,0,1,4,1,15,17,56,47,4,1,15,18,7,25
10,1.95,40.73896408,-73.88999176,1,40.73073196,-73.86333466,0,2,6,1,10,20,43,22,6,1,10,20,54,38
10.5,2.3,40.77781677,-73.95440674,1,40.802742,-73.94921875,0,2,1,1,5,18,56,16,1,1,5,19,8,55
5,0.79,40.6751442,-73.97311401,1,40.66885757,-73.9799881,0,2,1,1,19,12,16,33,1,1,19,12,21,10
7,1,40.68685532,-73.97821808,1,40.69387817,-73.99365234,0,1,5,1,16,18,33,39,5,1,16,18,41,49
29.5,9.77,40.8048439,-73.87601471,1,40.73360825,-73.8697052,0,2,6,1,10,23,4,24,6,1,10,23,27,1
19.5,4.9,40.74417496,-74.00319672,5,40.70275116,-73.98959351,0,2,6,1,3,15,11,56,6,1,3,15,34,36
4,0.6,40.71414185,-73.95180511,2,40.72227097,-73.9502182,0,1,5,1,9,1,28,50,5,1,9,1,31,33
5.5,0.46,40.75736618,-73.9181366,1,40.76179123,-73.92539978,0,2,1,1,5,18,34,39,1,1,5,18,41,4
7,1.49,40.72732925,-73.83119202,3,40.72135162,-73.84428406,0,2,6,1,3,11,34,59,6,1,3,11,40,52
9.5,2.1,40.66992569,-73.94792175,2,40.68384171,-73.97595978,0,1,0,1,18,22,59,44,0,1,18,23,9,32
8.5,1.47,40.81509781,-73.94763947,1,40.80814362,-73.96381378,0,2,3,1,21,17,35,43,3,1,21,17,46,9
5,0.79,40.7551384,-73.92651367,1,40.75821686,-73.91749573,0,2,4,1,15,16,24,37,4,1,15,16,29,22
12.5,1.5,40.76894379,-73.96324158,6,40.78547287,-73.94998932,0,1,1,1,26,10,2,10,1,1,26,10,20,50
8,1.76,40.6907196,-73.99584961,1,40.70205688,-73.98287964,0,2,3,1,7,18,16,12,3,1,7,18,23,53
12.5,1.8,40.67035675,-73.97640228,1,40.68262482,-73.98616791,0,1,5,1,30,11,10,49,5,1,30,11,29,3
10,1.61,40.74317932,-73.88490295,5,40.73272324,-73.86379242,0,2,5,1,30,20,13,55,5,1,30,20,26,38
5.5,0.8,40.74946594,-73.91871643,1,40.75524139,-73.92212677,0,2,2,1,27,21,40,27,2,1,27,21,45,35
9.5,2.43,40.7679863,-73.97009277,1,40.79773331,-73.95159149,0,2,4,1,1,1,43,40,4,1,1,1,51,47
32.5,9.7,40.57883072,-74.00493622,1,40.66804504,-73.95885468,0,1,6,1,24,22,3,18,6,1,24,22,44,16
13,3.4,40.77115631,-73.90367126,4,40.74754333,-73.86853027,0,1,6,1,3,10,49,5,6,1,3,11,1,55
5.5,1.08,40.79252243,-73.93681335,1,40.78491211,-73.94942474,0,2,1,1,19,10,38,24,1,1,19,10,43,31
19.5,4.87,40.7632637,-73.81892395,3,40.74872589,-73.89440918,0,2,4,1,15,16,9,48,5,1,16,15,21,11
13,2.6,40.72403336,-73.99710083,2,40.69167328,-73.98242188,0,1,2,1,6,10,1,54,2,1,6,10,17,40
8,0.69,40.7856369,-73.95116425,1,40.79354095,-73.94941711,0,2,0,1,11,7,29,12,0,1,11,7,40,40
41.5,3.17,40.67965698,-73.93503571,1,40.67948151,-73.94612122,0,2,1,1,26,19,17,8,1,1,26,20,32,10
6.5,1.12,40.72296143,-73.94735718,1,40.71987152,-73.9621582,0,2,6,1,3,14,1,11,6,1,3,14,7,31
7,1.51,40.6932373,-73.97007751,1,40.68395996,-73.97865295,0,2,6,1,17,23,28,25,6,1,17,23,34,40
6.5,1.25,40.67266083,-73.95019531,4,40.68250656,-73.96214294,0,2,1,1,5,23,37,30,1,1,5,23,43,8
36,11.44,40.86660767,-73.82849121,1,40.8303299,-73.94164276,0,2,4,1,8,15,54,18,4,1,8,16,30,16
20.5,5.87,40.7396698,-73.97622681,1,40.69617081,-73.97994232,0,2,4,1,15,7,40,57,4,1,15,7,59,6
8,1.27,40.74703598,-73.87046051,1,40.75571823,-73.88339996,0,2,3,1,28,4,14,34,3,1,28,4,23,41
9,1.7,40.68783569,-73.94484711,1,40.68645477,-73.9747467,0,1,2,1,13,13,21,54,2,1,13,13,32,5
18,4.02,40.82608414,-73.90568542,1,40.78979492,-73.9522934,0,2,4,1,15,14,34,0,4,1,15,14,58,27
20,5.98,40.67135239,-73.89567566,1,40.68463516,-73.97774506,0,2,5,1,30,3,10,22,5,1,30,3,29,56
6,0.51,40.86196136,-73.84302521,1,40.85652161,-73.84614563,0,2,3,1,21,16,45,3,3,1,21,16,51,50
8.5,1.99,40.78026199,-73.95498657,1,40.80501556,-73.93942261,0,2,5,1,16,18,53,18,5,1,16,19,1,43
41,10.99,40.7662468,-73.92761993,1,40.6936264,-73.98715973,0,2,3,1,14,20,14,17,3,1,14,21,5,23
5,0.6,40.74692917,-73.89044189,1,40.74810791,-73.88005066,0,1,1,1,5,9,17,21,1,1,5,9,21,52
5,0.74,40.65048599,-73.95626831,5,40.66144562,-73.96118927,0,2,5,1,9,3,33,35,5,1,9,3,37,59
8,1.55,40.74623108,-73.86399841,1,40.74703598,-73.88965607,0,2,3,1,28,3,36,46,3,1,28,3,47,27
7.5,1.02,40.78769684,-73.94350433,1,40.79973602,-73.94082642,0,2,5,1,30,13,59,59,5,1,30,14,8,45
7.5,1.3,40.78937531,-73.97373962,1,40.80548859,-73.96594238,0,1,1,1,12,15,59,2,1,1,12,16,6,16
6,0.94,40.68235397,-73.98131561,1,40.68121719,-73.99420929,0,2,2,1,27,21,53,4,2,1,27,21,59,18
6.5,0.97,40.72626114,-73.94924164,1,40.73788834,-73.95543671,0,2,2,1,27,11,41,27,2,1,27,11,48,40
8.5,1.76,40.67738342,-73.92649078,1,40.68119812,-73.95344543,0,2,5,1,16,22,33,18,5,1,16,22,43,51
12,2.6,40.68382645,-73.96697998,5,40.71019363,-73.96336365,0,2,5,1,9,1,5,11,5,1,9,1,18,59
8,1.54,40.86110306,-73.90241241,1,40.86405182,-73.92465973,0,2,4,1,22,10,37,51,4,1,22,10,45,53
9,1.85,40.70100784,-73.99249268,1,40.68179703,-73.99385071,0,2,3,1,7,19,21,55,3,1,7,19,32,28
21,4.23,40.76754761,-73.92764282,6,40.74728394,-73.8924408,0,2,4,1,29,11,33,55,4,1,29,12,2,41
5.5,0.79,40.75751877,-73.87047577,1,40.74940491,-73.8690567,0,2,1,1,19,22,46,8,1,1,19,22,51,28
10.5,2.1,40.78006744,-73.98104858,5,40.80635834,-73.96525574,0,2,5,1,30,14,18,18,5,1,30,14,30,57
21,6.7,40.73984146,-73.95264435,1,40.7931633,-73.94346619,0,2,5,1,30,13,10,55,5,1,30,13,28,18
13.5,2.88,40.70495987,-74.01406097,1,40.69538879,-73.99575806,0,2,3,1,28,9,30,23,3,1,28,9,47,22
34.5,8.1,40.74625397,-73.98170471,1,40.67437744,-73.9616394,0,1,1,1,26,5,43,40,1,1,26,6,34,0
12.5,2.51,40.652771,-74.00588989,1,40.67892838,-73.97872925,0,2,4,1,8,16,46,13,4,1,8,17,2,11
11.5,3.65,40.77101898,-73.86582184,1,40.76991272,-73.91732788,0,2,4,1,15,16,27,30,4,1,15,16,36,12
6.5,0.78,40.68600082,-74.00067902,6,40.69221497,-73.99104309,0,2,4,1,29,7,51,16,4,1,29,7,58,25
6.5,0.86,40.73514175,-73.95587921,1,40.72727585,-73.95284271,0,2,2,1,6,19,35,19,2,1,6,19,42,37
29.5,9.35,40.71385193,-73.99226379,1,40.75004959,-73.8901062,0,2,6,1,10,18,51,53,6,1,10,19,16,27
6,0.78,40.81867981,-73.95595551,1,40.80701447,-73.96448517,0,2,2,1,27,7,45,18,2,1,27,7,51,39
6,0.9,40.79773331,-73.9484787,1,40.80595398,-73.9540863,0,2,6,1,3,13,45,1,6,1,3,13,50,58
4.5,0.65,40.82471466,-73.92238617,1,40.82303619,-73.92752838,0,2,1,1,12,0,5,56,1,1,12,0,9,8
12,2.47,40.73565674,-73.87562561,1,40.72164154,-73.84436035,0,2,1,1,26,21,47,39,1,1,26,22,1,28
5,0.55,40.80314255,-73.95625305,1,40.81025696,-73.95109558,0,2,4,1,22,17,39,3,4,1,22,17,43,26
4,0.48,40.67914963,-73.92666626,1,40.68548584,-73.92665863,0,2,4,1,1,3,32,57,4,1,1,3,35,24
21,6.41,40.71521759,-73.9338913,6,40.7640686,-73.92359924,0,2,5,1,16,3,43,6,5,1,16,3,58,32
7.5,1.59,40.80460739,-73.93823242,1,40.8196373,-73.95555878,0,2,5,1,9,9,47,18,5,1,9,9,55,12
5,0.87,40.79708862,-73.94581604,1,40.80226135,-73.949646,0,2,4,1,29,11,27,21,4,1,29,11,32,59
14.5,3.48,40.69076157,-73.95727539,1,40.66773224,-73.9808197,0,2,4,1,1,2,50,53,4,1,1,3,8,53
6,1,40.6840744,-73.96292877,1,40.68910217,-73.95804596,0,2,5,1,16,9,9,28,5,1,16,9,14,35
8,1.5,40.70304489,-73.98665619,1,40.68514252,-73.97810364,0,1,4,1,22,13,58,30,4,1,22,14,8,1
13,2.8,40.70011139,-73.92463684,1,40.71589279,-73.95986938,0,2,6,1,10,22,4,16,6,1,10,22,20,26
49.5,16.83,40.65937042,-73.91592407,1,40.81842804,-73.91674042,0,2,2,1,13,3,38,50,2,1,13,4,20,48
7.5,1.19,40.86210632,-73.89853668,1,40.85163879,-73.89595795,0,2,5,1,30,12,25,49,5,1,30,12,34,30
8.5,1.41,40.76036835,-73.91497803,2,40.74571609,-73.90338898,0,2,5,1,9,22,53,11,5,1,9,23,2,54
9,1.96,40.67197418,-74.01052856,2,40.66743469,-73.98265076,0,2,2,1,20,20,34,23,2,1,20,20,44,1
22.5,6.96,40.87847519,-73.9050293,1,40.79977036,-73.94467163,0,2,4,1,22,23,33,1,4,1,22,23,52,22
13.5,3.44,40.75417328,-73.8678894,1,40.74666977,-73.82608795,0,2,1,1,19,14,6,9,1,1,19,14,21,36
5.5,1.06,40.74910355,-73.91551208,2,40.74600983,-73.89994049,0,2,6,1,10,22,4,3,6,1,10,22,8,20
8,1.71,40.73067856,-73.87998199,1,40.74766541,-73.88452148,0,2,0,1,11,3,11,52,0,1,11,3,19,18
7.5,1.71,40.68133545,-73.99854279,1,40.67429352,-74.01654816,0,2,5,1,9,15,41,41,5,1,9,15,48,48
19.5,5.62,40.73021698,-73.97966766,2,40.75463867,-73.92565155,0,2,4,1,8,22,8,49,4,1,8,22,26,49
22,6.91,40.65506363,-73.88921356,1,40.71658325,-73.84708405,0,2,5,1,23,5,7,17,5,1,23,5,32,45
13.5,2.79,40.72415924,-74.00944519,5,40.70235825,-73.98680115,0,2,1,1,12,16,16,19,1,1,12,16,32,55
16,3.65,40.74196625,-73.90679932,1,40.72171783,-73.84411621,0,2,3,1,28,16,34,49,3,1,28,16,51,53
14.5,3.49,40.70729828,-73.9538269,1,40.68454361,-73.9779892,0,2,4,1,22,19,41,47,4,1,22,19,57,3
17,3.73,40.72022247,-74.00306702,1,40.68366241,-73.99745941,0,2,2,1,27,10,46,53,2,1,27,11,9,47
6.5,1.2,40.6740036,-73.95384216,1,40.65884018,-73.96052551,0,1,6,1,17,22,16,9,6,1,17,22,21,34
11.5,2.92,40.69981384,-73.94047546,1,40.68875885,-73.98059082,0,2,4,1,8,23,31,28,4,1,8,23,44,1
7,0.87,40.74853897,-73.86083984,1,40.74908829,-73.86928558,0,2,5,1,30,18,20,20,5,1,30,18,29,14
7,1.39,40.75461578,-73.9236908,1,40.76760864,-73.92458344,0,2,2,1,27,20,18,43,2,1,27,20,25,44
8,1.4,40.71398163,-73.95175934,4,40.72249985,-73.95768738,0,1,5,1,9,4,50,58,5,1,9,4,59,50
6,1.39,40.8001709,-73.97087097,1,40.78903961,-73.95505524,0,2,1,1,19,20,59,7,1,1,19,21,3,7
6,1.1,40.80786896,-73.92366028,1,40.80538177,-73.93984222,0,2,2,1,20,21,20,47,2,1,20,21,25,44
